Sample ID	a1	A1	a2	A2	a3	A3	a4	a5	a6	b1	B1	b2	B2	b3	B3	b4	b5	b6	c1	C1	c2	C2	c3	C3	c4	c5	c6	ck1	CK1	ck2	CK2	ck3	CK3	ck4	CK4	ck5	CK5	ck6	CK6	d1	D1	d2	D2	d3	D3	d4	d5	d6
Uniq95	11	19	27	11	9	12	12	13	3	1	32	1	25	2	19	2	40	7	3	2	4	7	4	31	3	0	1	0	16	1	13	0	41	0	15	0	3	1	9	1	1	1	0	1	0	1	2	2
Uniq233	36	0	14	0	15	0	25	18	32	30	0	9	0	21	0	18	13	18	2	0	13	0	22	0	11	15	6	44	0	36	0	41	0	43	0	41	0	29	0	18	0	3	0	3	0	5	10	14
Uniq182	10	0	5	0	11	0	13	10	9	7	0	7	0	7	0	14	12	9	5	0	6	0	3	0	3	5	7	8	0	12	0	8	0	8	0	10	0	11	0	7	0	5	0	5	0	4	3	8
Uniq407	11	0	20	0	19	0	10	19	11	5	0	10	0	7	0	17	4	8	10	0	4	0	2	0	2	1	1	13	0	9	0	15	0	15	0	14	0	20	0	4	0	4	0	8	0	4	5	7
Uniq983	6	0	6	0	10	0	5	8	3	1	0	1	0	0	0	1	2	2	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	3	0	1	0	1
Uniq1464	4	0	6	0	8	0	2	4	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	1	1
Uniq62	124	0	35	0	44	0	72	68	104	84	0	27	0	60	0	56	40	71	7	0	38	0	67	0	33	53	19	131	0	124	0	128	0	140	0	131	0	92	0	56	0	10	0	12	0	14	34	41
Uniq1362	2	0	2	0	2	0	2	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	3	0	4	0	2	0	3	0	2	0	1	0	1	0	1	0	1	2	2
Uniq1938	4	0	4	0	4	0	7	5	7	1	0	1	0	2	0	1	1	1	0	0	1	0	0	0	2	1	0	4	0	2	0	2	0	2	0	2	0	4	0	1	0	1	0	1	0	3	1	3
Uniq236	33	0	9	0	11	0	23	21	27	27	0	6	0	16	0	20	12	19	2	0	10	0	19	0	9	14	4	35	0	34	0	35	0	38	0	40	0	25	0	17	0	3	0	4	0	5	11	15
Uniq119	63	0	19	0	21	0	44	34	55	42	0	12	0	29	0	31	22	39	4	0	21	0	38	0	16	26	9	63	0	67	0	70	0	76	0	64	0	45	0	35	0	5	0	6	0	8	16	25
Uniq846	4	0	4	0	4	0	4	4	4	3	0	3	0	3	0	4	4	4	1	0	2	0	1	0	1	1	2	5	0	5	0	3	0	3	0	2	0	2	0	2	0	1	0	2	0	2	2	3
Uniq2122	4	0	2	0	2	0	1	2	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	1	0	2	0	2	0	1	0	2	0	1	0	1	0	1
Uniq298	18	0	30	0	33	0	14	26	14	3	0	5	0	1	0	5	5	5	3	0	3	0	1	0	5	1	2	3	0	5	0	2	0	2	0	3	0	2	0	2	0	5	0	5	0	3	2	4
Uniq1438	2	0	2	0	3	0	3	1	3	2	0	1	0	0	0	2	3	1	1	0	2	0	0	0	2	0	2	3	0	3	0	0	0	0	0	1	0	1	0	2	0	2	0	1	0	1	2	2
Uniq591	11	0	11	0	18	0	5	14	7	2	0	3	0	0	0	3	3	3	2	0	1	0	0	0	3	0	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	2	0	4	0	1	0	3
Uniq397	12	0	17	0	24	0	11	16	12	6	0	9	0	8	0	18	6	9	8	0	5	0	2	0	2	1	2	11	0	10	0	14	0	13	0	14	0	18	0	3	0	4	0	8	0	5	4	8
Uniq459	8	0	8	0	19	0	11	12	11	12	0	11	0	8	0	17	13	14	2	0	4	0	3	0	4	5	4	8	0	12	0	6	0	9	0	6	0	8	0	6	0	6	0	7	0	3	7	11
Uniq140	18	0	13	0	21	0	15	18	18	10	0	10	0	10	0	23	20	14	7	0	9	0	4	0	5	7	12	16	0	19	0	16	0	22	0	16	0	20	0	11	0	10	0	7	0	6	8	15
Uniq2773	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Uniq1177	4	0	7	0	6	0	3	5	3	1	0	3	0	4	0	6	1	2	3	0	2	0	1	0	1	1	0	6	0	2	0	4	0	4	0	4	0	6	0	1	0	2	0	2	0	3	2	3
Uniq666	7	0	9	0	14	0	6	12	2	1	0	3	0	0	0	1	1	2	0	0	0	0	1	0	2	0	1	1	0	2	0	0	0	1	0	1	0	2	0	0	0	1	0	2	0	1	0	2
Uniq1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Uniq53	159	0	44	0	65	0	100	90	140	121	0	33	0	77	0	78	56	100	10	0	54	0	81	0	41	76	25	173	0	170	0	168	0	176	0	170	0	123	0	86	0	15	0	20	0	17	42	59
Uniq1240	5	0	7	0	4	0	6	6	2	1	0	1	0	0	0	2	1	1	1	0	2	0	1	0	0	1	0	5	0	4	0	5	0	6	0	4	0	9	0	4	0	2	0	2	0	2	3	4
Uniq180	54	0	16	0	20	0	36	32	44	42	0	8	0	27	0	25	18	30	2	0	17	0	30	0	16	22	8	54	0	54	0	55	0	55	0	57	0	41	0	25	0	4	0	6	0	6	14	18
Uniq59	130	0	37	0	42	0	73	70	108	91	0	23	0	59	0	61	48	69	8	0	41	0	63	0	34	50	16	124	0	121	0	136	0	142	0	132	0	97	0	60	0	15	0	14	0	16	38	44
Uniq534	7	0	6	0	13	0	9	7	5	7	0	7	0	5	0	13	9	7	2	0	3	0	2	0	2	2	3	6	0	7	0	5	0	4	0	4	0	4	0	3	0	4	0	2	0	3	2	7
Uniq142	13	0	14	0	26	0	18	17	18	11	0	9	0	11	0	23	20	15	7	0	11	0	4	0	7	9	10	16	0	22	0	15	0	17	0	19	0	21	0	11	0	8	0	6	0	6	6	17
Uniq2946	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0
Uniq160	58	0	13	0	21	0	34	33	42	41	0	11	0	28	0	28	18	33	3	0	19	0	29	0	15	22	9	64	0	55	0	64	0	64	0	64	0	42	0	29	0	5	0	6	0	6	13	23
Uniq475	12	0	16	0	19	0	10	18	7	2	0	4	0	0	0	4	2	2	3	0	1	0	1	0	3	0	1	2	0	4	0	2	0	2	0	1	0	1	0	2	0	3	0	3	0	2	2	2
Uniq1370	3	0	2	0	4	0	4	6	3	2	0	2	0	2	0	3	3	1	2	0	1	0	0	0	1	1	1	2	0	2	0	2	0	3	0	2	0	2	0	3	0	1	0	2	0	2	1	4
Uniq538	7	0	9	0	12	0	5	11	8	4	0	5	0	5	0	12	2	5	5	0	2	0	3	0	2	0	1	8	0	6	0	11	0	8	0	9	0	14	0	1	0	3	0	6	0	5	2	4
Uniq58	142	0	45	0	48	0	81	70	116	96	0	24	0	70	0	64	47	80	9	0	41	0	72	0	33	56	20	148	0	134	0	147	0	151	0	150	0	104	0	70	0	10	0	14	0	13	37	57
Uniq131	55	0	20	0	16	0	35	29	42	44	0	11	0	26	0	28	19	32	4	0	17	0	31	0	15	23	9	58	0	54	0	60	0	68	0	59	0	41	0	33	0	4	0	7	0	5	16	24
Uniq101	79	0	21	0	36	0	48	46	68	53	0	15	0	39	0	39	29	44	6	0	31	0	42	0	23	29	12	80	0	79	0	82	0	83	0	90	0	59	0	43	0	8	0	10	0	9	21	33
Uniq900	4	0	5	0	9	0	2	5	5	1	0	3	0	3	0	5	2	2	2	0	1	0	1	0	1	0	0	4	0	3	0	5	0	4	0	4	0	5	0	1	0	2	0	2	0	2	2	3
Uniq303	31	0	9	0	13	0	20	17	28	21	0	8	0	16	0	13	11	20	2	0	9	0	16	0	9	12	7	37	0	33	0	33	0	39	0	32	0	25	0	18	0	4	0	3	0	3	9	12
Uniq1021	9	0	11	0	7	1	10	8	8	0	0	0	0	0	0	2	2	1	1	0	2	0	1	0	1	1	0	11	0	7	0	9	0	8	0	7	0	13	0	4	0	4	0	5	0	4	3	7
Uniq2053	1	0	4	0	3	0	2	2	2	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	2	0	0	0	1	0	1	1	3
Uniq1909	6	0	3	0	6	0	3	4	5	1	0	1	0	1	0	1	3	2	1	0	1	0	1	0	1	0	0	5	0	5	0	12	0	9	0	9	0	12	0	1	0	4	0	1	0	1	3	2
Uniq2695	5	0	5	0	5	0	3	5	3	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	7	0	3	0	5	0	4	0	4	0	6	0	3	0	1	0	2	0	1	1	3
Uniq1749	2	0	2	0	3	0	2	2	1	1	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2
Uniq107	75	0	18	0	25	0	43	38	61	60	0	13	0	33	0	32	26	39	4	0	26	0	37	0	21	30	10	71	0	71	0	71	0	84	0	77	0	59	0	34	0	7	0	8	0	7	19	31
Uniq1717	1	0	2	0	2	0	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0	1
Uniq650	11	0	15	0	18	0	6	11	8	1	0	3	0	1	0	2	2	3	2	0	1	0	1	0	2	1	0	1	0	3	0	1	0	1	0	1	0	1	0	1	0	3	0	4	0	2	1	2
Uniq611	5	0	7	0	3	0	9	9	7	1	0	0	0	0	0	1	1	1	2	0	2	0	2	0	1	1	0	8	0	8	0	9	0	7	0	10	0	12	0	4	0	3	0	2	0	2	4	7
Uniq1907	3	0	3	0	2	0	4	3	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	4	0	3	0	4	0	4	0	4	0	2	0	1	0	1	0	1	1	2
Uniq220	41	0	12	0	12	0	23	21	27	30	0	8	0	18	0	16	13	20	2	0	9	0	19	0	10	14	7	38	0	33	0	40	0	42	0	40	0	31	0	18	0	3	0	4	0	4	10	15
Uniq113	66	0	24	0	31	0	43	35	59	48	0	14	0	37	0	32	22	38	4	0	22	0	37	0	19	28	13	70	0	74	0	67	0	75	0	70	0	50	0	33	0	6	0	8	0	8	21	26
Uniq1793	4	0	10	0	3	0	6	4	2	0	0	2	0	0	0	2	1	12	1	0	1	1	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1
Uniq1498	3	0	2	0	3	0	4	3	2	1	0	1	0	2	0	1	2	4	1	0	2	0	0	0	2	0	0	3	0	1	0	2	0	1	0	2	0	2	0	1	0	1	0	2	0	1	1	3
Uniq109	88	0	27	0	29	0	56	52	78	64	0	20	0	44	0	41	27	45	6	0	29	0	49	0	26	41	16	96	0	98	0	103	0	108	0	91	0	68	0	44	0	10	0	9	0	8	25	34
Uniq645	12	0	23	0	12	0	17	23	14	2	0	2	0	2	0	3	5	1	3	0	3	0	2	0	1	2	0	25	1	18	1	23	0	23	1	20	0	24	0	8	0	9	0	8	0	7	7	14
Uniq112	6	14	21	14	10	8	7	12	5	0	25	0	21	1	21	2	25	7	2	2	3	6	3	30	4	0	1	0	18	0	12	0	38	1	10	0	2	0	10	0	1	1	0	1	0	1	2	1
Uniq1003	3	0	5	0	9	0	4	6	4	0	0	0	0	0	0	1	1	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	1	1	1
Uniq4021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uniq2176	10	0	7	0	6	0	7	5	10	1	0	1	0	1	0	3	3	0	2	0	1	0	1	0	1	1	0	11	0	10	0	10	0	7	0	5	0	7	0	8	0	3	0	7	0	5	3	9
Uniq178	46	0	13	0	22	0	29	26	39	31	0	12	0	20	0	22	17	27	4	0	19	0	27	0	14	22	8	55	0	45	0	44	0	51	0	45	0	39	0	26	0	4	0	6	0	5	12	19
Uniq241	50	0	16	0	20	0	34	35	51	38	0	9	0	26	0	26	21	35	3	0	19	0	27	0	16	24	9	63	0	61	0	61	0	64	0	59	0	39	0	33	0	5	0	5	0	5	14	21
Uniq2330	1	0	1	0	0	0	2	2	2	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	2
Uniq1108	3	0	4	0	9	0	3	5	3	0	0	1	0	0	0	1	1	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0
Uniq115	70	0	18	0	22	0	42	38	62	51	0	17	0	31	0	31	23	39	5	0	24	0	39	0	18	28	9	74	0	67	0	76	0	74	0	69	0	50	0	41	0	5	0	8	0	6	17	25
Uniq231	14	0	14	0	31	0	21	19	18	21	0	17	0	13	0	30	21	19	7	0	9	0	2	0	5	7	8	16	0	20	0	13	0	12	0	8	0	17	0	9	0	7	0	11	0	8	8	15
Uniq1139	4	0	10	0	3	0	8	8	6	1	0	1	0	0	0	1	1	1	3	0	1	0	1	0	1	1	0	8	0	8	0	13	0	7	0	7	0	12	0	4	0	4	0	6	0	2	3	6
Uniq193	28	0	43	0	46	0	28	42	37	14	0	19	0	22	0	42	11	21	24	0	9	0	4	0	7	4	3	30	0	24	0	33	0	27	0	35	0	47	0	12	0	11	0	23	0	16	10	23
Uniq3878	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
Uniq1043	5	0	9	0	10	0	7	8	5	0	0	2	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	1	0	1
Uniq213	7	0	9	0	14	0	12	13	10	8	0	6	0	8	0	14	15	8	5	0	8	0	2	0	4	4	8	11	0	14	0	10	0	15	0	12	0	16	0	4	0	6	0	5	0	4	4	13
Uniq187	4	9	20	6	6	6	8	10	5	1	15	1	14	1	9	1	24	6	3	2	2	3	3	16	3	0	1	0	10	0	7	0	22	0	9	0	2	1	5	0	1	1	0	1	0	1	1	1
Uniq656	5	0	10	0	9	0	5	8	6	3	0	6	0	4	0	9	4	3	5	0	1	0	1	0	2	1	0	8	0	5	0	6	0	6	0	8	0	12	0	1	0	2	0	6	0	4	2	4
Uniq243	35	0	13	0	10	0	22	22	36	27	0	6	0	19	0	18	10	22	3	0	12	0	19	0	11	16	5	40	0	36	0	45	0	42	0	38	0	25	0	18	0	2	0	3	0	6	11	18
Uniq255	11	0	12	0	24	0	15	12	12	14	0	12	0	11	0	21	17	15	5	0	7	0	3	0	5	5	6	14	0	16	0	10	0	13	0	8	0	12	0	9	0	6	0	6	0	6	7	13
Uniq82	24	0	21	0	46	0	34	30	31	22	0	15	0	18	0	40	37	25	12	0	21	0	4	0	11	14	21	26	0	40	0	27	0	35	0	32	0	39	0	20	0	13	0	15	0	12	12	37
Uniq4430	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Uniq269	6	7	10	6	4	6	4	5	2	0	12	0	12	1	8	1	17	3	1	1	2	3	2	11	1	0	1	0	9	0	5	0	21	0	4	0	1	1	3	1	0	0	0	0	0	0	0	1
Uniq3314	3	4	1	0	1	1	1	1	4	8	0	7	17	1	1	2	2	3	2	1	4	1	2	0	3	7	0	4	1	3	4	2	5	0	2	2	1	2	0	3	0	4	0	1	0	1	0	3
Uniq586	1	0	2	0	3	0	5	3	1	0	0	11	0	1	0	0	11	0	0	0	2	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	16	0	2	0	2
Uniq1077	9	0	14	0	9	1	10	12	10	1	0	1	0	1	0	2	2	1	3	0	2	0	1	0	1	2	0	15	0	13	0	14	0	13	0	13	0	17	0	5	0	7	0	6	0	6	6	8
Uniq239	4	10	11	5	6	6	5	7	2	0	16	0	11	1	8	1	19	4	2	1	2	4	1	15	2	1	0	1	7	0	6	0	18	0	7	0	2	0	5	1	1	1	0	1	0	1	1	2
Uniq66	29	0	31	0	49	0	39	38	40	32	0	19	0	26	0	49	44	34	18	0	24	0	9	0	13	16	23	31	0	51	0	37	0	50	0	34	0	50	0	23	0	18	0	15	0	14	18	40
Uniq192	46	0	13	0	18	0	24	23	41	30	0	9	0	19	0	24	14	28	3	0	16	0	26	0	13	17	6	43	0	48	0	49	0	54	0	47	0	34	0	25	0	4	0	4	0	4	14	15
Uniq159	8	15	19	10	8	8	9	11	5	1	19	1	16	1	13	1	26	7	2	1	3	3	4	19	3	1	1	1	11	0	6	0	29	0	9	0	2	1	5	1	0	1	0	1	0	1	1	2
Uniq525	12	0	15	0	28	0	14	20	12	1	0	3	0	1	0	4	3	3	2	0	1	0	1	0	3	1	1	2	0	3	0	2	0	1	0	1	0	2	0	2	0	3	0	7	0	1	1	4
Uniq1106	2	0	3	0	4	0	4	4	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	4	0	7	0	5	0	2	0	4	0	4	0	1	0	2	0	1	0	1	1	4
Uniq2139	1	0	1	0	2	0	3	2	2	4	0	1	0	3	0	0	15	7	1	0	3	0	3	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	1	1	2
Uniq300	10	0	12	0	20	0	15	16	11	15	0	13	0	9	0	21	16	14	4	0	6	0	3	0	4	6	8	14	0	15	0	9	0	13	0	7	0	10	0	7	0	6	0	7	0	7	6	12
Uniq1511	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Uniq483	6	0	6	0	10	0	6	9	8	4	0	4	0	6	0	10	9	7	2	0	5	0	2	0	2	4	5	6	0	10	0	8	0	9	0	7	0	9	0	5	0	5	0	4	0	5	4	8
Uniq1655	2	0	4	0	5	0	2	6	3	2	0	2	0	3	0	3	1	1	1	0	1	0	0	0	0	0	1	2	0	2	0	1	0	2	0	1	0	2	0	1	0	1	0	2	0	1	1	2
Uniq118	4	13	19	13	7	11	10	11	4	0	27	1	19	1	18	1	26	5	2	2	2	4	3	23	3	1	1	1	18	0	12	0	37	1	13	0	3	1	10	0	1	0	0	1	0	1	2	1
Uniq1675	4	0	7	0	6	0	6	7	4	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	11	0	5	0	7	0	5	0	5	0	10	0	3	0	1	0	3	0	3	2	4
Uniq3277	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	2	0	3	0	0	0	1	0	0	0	0	0	0
Uniq864	6	0	11	0	8	0	4	8	5	2	0	5	0	2	0	8	2	3	4	0	2	0	1	0	1	1	0	5	0	4	0	6	0	4	0	7	0	10	0	1	0	2	0	3	0	4	1	4
Uniq200	6	10	12	6	5	8	6	9	3	1	16	0	13	0	13	1	22	5	2	1	2	4	2	19	2	0	1	0	11	1	7	0	27	0	8	1	2	0	6	0	1	1	0	1	0	1	1	1
Uniq128	60	0	17	0	23	0	42	35	52	43	0	11	0	33	0	31	24	40	3	0	24	0	40	0	19	28	10	67	0	69	0	69	0	71	0	65	0	47	0	30	0	6	0	8	0	7	18	27
Uniq230	10	0	11	0	13	0	11	11	9	7	0	6	0	7	0	12	14	9	4	0	5	0	2	0	5	4	7	10	0	17	0	10	0	15	0	11	0	14	0	5	0	5	0	4	0	3	4	10
Uniq2502	6	0	7	0	9	0	5	11	12	3	0	3	0	0	0	3	3	2	2	0	2	0	1	0	1	0	0	16	0	6	0	12	0	8	0	10	0	10	0	3	0	4	0	6	0	2	4	5
Uniq1165	1	0	2	0	2	0	4	1	0	0	0	6	0	1	0	0	7	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	9	0	2	0	2
Uniq153	3	0	5	0	14	0	1	3	8	45	1	107	1	89	1	59	58	94	32	3	30	0	12	1	37	21	34	4	0	7	0	3	2	2	0	12	0	9	0	1	0	4	0	14	0	8	2	6
Uniq1644	2	0	3	0	2	0	2	3	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	4	0	4	0	3	0	3	0	3	0	1	0	1	0	2	0	1	1	1
Uniq210	47	0	13	0	20	0	26	26	34	30	0	9	0	24	0	19	14	25	3	0	17	0	25	0	12	20	6	49	0	50	0	44	0	49	0	48	0	36	0	25	0	4	0	5	0	5	13	15
Uniq620	19	0	4	0	8	0	11	10	14	14	0	4	0	9	0	8	6	11	1	0	5	0	9	0	5	7	3	20	0	16	0	20	0	24	0	22	0	16	0	10	0	3	0	3	0	3	4	7
Uniq3094	5	1	7	0	5	2	7	5	3	0	0	0	0	0	0	1	2	1	1	0	2	0	2	0	1	1	0	4	6	4	2	5	2	4	0	3	1	6	1	4	0	5	0	3	0	4	2	3
Uniq3833	1	0	1	0	1	0	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	2	0	1	0	0	0	0	0	1	0	1	0	1
Uniq1066	3	2	2	3	1	3	7	2	2	1	2	1	1	1	1	0	5	1	1	0	1	1	0	0	3	3	3	1	10	2	4	1	5	1	2	0	1	1	1	1	2	3	2	0	1	1	2	2
Uniq96	76	0	21	0	28	0	43	42	71	50	0	13	0	36	0	35	23	38	5	0	25	0	36	0	21	29	11	80	0	81	0	80	0	79	0	82	0	51	0	42	0	7	0	8	0	9	18	22
Uniq4358	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Uniq1347	2	0	2	0	3	0	2	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	4	0	4	0	3	0	2	0	3	0	0	0	1	0	2	0	1	1	1
Uniq2306	2	0	2	0	4	0	1	2	2	1	0	1	0	0	0	1	5	1	0	0	1	0	0	0	1	1	1	3	0	3	0	1	0	1	0	2	0	2	0	2	0	1	0	1	0	0	1	2
Uniq489	7	0	6	0	14	0	6	11	6	8	0	8	0	6	0	12	9	9	2	0	3	0	2	0	2	4	4	8	0	10	0	7	0	8	0	3	0	8	0	5	0	4	0	3	0	4	4	8
Uniq4349	1	0	2	0	3	0	1	1	0	1	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Uniq1365	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	3	0	0	0	0	0	1	1	4	0	4	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Uniq1188	8	0	4	0	6	0	4	4	7	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	4	0	5	0	6	0	4	0	3	0	6	0	2	0	4	0	3	0	1	2	3
Uniq521	5	0	6	0	7	0	10	9	6	0	0	1	0	1	0	2	2	2	2	0	2	0	1	0	1	1	0	11	0	12	0	8	0	6	0	11	0	11	0	7	0	4	0	4	0	4	4	5
Uniq147	8	8	21	5	9	5	13	12	5	1	16	1	14	1	11	1	29	6	4	1	4	3	4	18	3	1	1	0	9	0	9	0	20	0	8	0	2	1	5	1	1	1	0	1	0	2	1	1
Uniq87	88	0	22	0	30	0	51	44	60	57	0	18	0	36	0	33	24	48	4	0	26	0	45	0	23	32	10	80	0	81	0	80	0	90	0	86	0	58	0	45	0	7	0	7	0	9	20	26
Uniq184	45	0	12	0	17	0	29	28	34	29	0	10	0	20	0	22	15	28	2	0	18	0	25	0	10	18	7	45	0	42	0	49	0	46	0	47	0	33	0	22	0	4	0	5	0	4	14	19
Uniq166	5	11	17	8	7	9	7	10	3	1	23	1	18	1	16	1	22	4	1	2	3	5	3	24	2	0	0	0	12	0	8	0	31	1	11	0	2	0	6	0	1	1	0	1	0	0	1	1
Uniq163	29	0	46	0	43	0	22	39	34	14	0	17	0	19	0	37	11	15	21	0	8	0	5	0	5	3	3	27	0	23	0	32	0	22	0	40	0	46	0	12	0	13	0	17	0	16	9	19
Uniq91	21	0	20	0	36	0	30	32	26	22	0	17	0	20	0	34	31	22	11	0	19	0	6	0	9	10	19	27	0	39	0	23	0	32	0	24	0	33	0	16	0	14	0	12	0	12	13	24
Uniq2180	2	0	1	0	2	0	1	3	1	1	0	2	0	2	0	1	1	2	2	0	1	0	0	0	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	2
Uniq1553	2	0	2	0	1	0	1	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	4	0	2	0	3	0	4	0	0	0	1	0	1	0	1	1	1
Uniq299	18	0	28	0	35	0	15	24	13	3	0	8	0	0	0	8	6	4	4	0	3	0	1	0	5	1	0	3	0	3	0	1	0	2	0	2	0	3	0	2	0	4	0	5	0	4	1	2
Uniq48	12	42	44	28	16	27	18	28	8	2	72	2	63	4	53	3	64	12	6	4	5	20	9	74	7	1	2	2	42	0	30	0	108	1	30	1	8	1	22	1	3	1	1	3	0	2	4	2
Uniq425	1	0	1	0	4	0	1	2	4	12	1	25	0	25	0	15	15	28	9	1	8	0	3	0	6	6	8	1	0	3	0	1	1	0	0	2	0	1	0	1	0	1	0	3	0	2	1	1
Uniq771	5	0	3	4	3	2	12	4	3	1	1	1	1	1	1	0	7	2	1	0	1	1	1	0	3	3	3	2	12	3	5	0	4	0	1	1	1	0	0	1	1	6	1	1	0	1	3	2
Uniq2991	2	0	1	0	2	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1
Uniq1372	3	0	7	0	7	0	8	6	5	1	0	0	0	0	0	1	2	1	2	0	1	0	1	0	0	1	1	5	0	3	0	7	0	4	0	5	0	6	0	4	0	1	0	3	0	2	2	3
Uniq385	7	0	6	0	10	0	9	7	6	4	0	5	0	6	0	12	9	7	3	0	6	0	1	0	2	4	4	9	0	9	0	9	0	10	0	7	0	8	0	5	0	4	0	3	0	4	4	8
Uniq3662	1	2	2	4	1	1	2	3	2	2	2	2	0	0	1	5	1	1	0	0	2	0	0	0	0	0	0	3	5	1	3	1	3	1	0	2	0	2	0	2	0	1	0	2	0	1	1	1
Uniq114	14	0	13	0	28	0	21	22	17	12	0	8	0	13	0	26	24	15	6	0	13	0	3	0	5	9	11	20	0	22	0	18	0	24	0	19	0	25	0	13	0	10	0	9	0	8	7	24
Uniq356	28	0	8	0	11	0	19	14	23	21	0	3	0	16	0	15	9	17	2	0	11	0	17	0	6	14	3	30	0	30	0	30	0	36	0	31	0	21	0	16	0	3	0	2	0	2	8	12
Uniq1098	6	0	5	0	6	0	4	3	3	0	0	1	0	0	0	1	2	2	1	0	0	0	1	0	0	0	0	4	0	4	0	6	0	4	0	3	0	4	0	2	0	3	0	1	0	2	2	4
