Sample ID	a1	A1	a2	A2	a3	A3	a4	a5	a6	b1	B1	b2	B2	b3	B3	b4	b5	b6	c1	C1	c2	C2	c3	C3	c4	c5	c6	ck1	CK1	ck2	CK2	ck3	CK3	ck4	CK4	ck5	CK5	ck6	CK6	d1	D1	d2	D2	d3	D3	d4	d5	d6
Uniq1962	1	0	3	0	1	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	2	0	1	0	2	0	1	0	1	0	1	0	1	1	1
Uniq419	6	0	4	0	9	0	5	6	5	4	0	4	0	6	0	8	8	6	3	0	4	0	2	0	3	3	4	6	0	9	0	8	0	7	0	7	0	11	0	4	0	3	0	2	0	3	3	7
Uniq3375	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0
Uniq1979	3	1	1	1	3	1	5	2	1	4	0	1	0	1	0	1	5	2	2	0	2	0	1	0	2	4	5	0	3	1	1	0	2	1	0	1	0	1	0	5	0	4	1	1	1	4	3	2
Uniq1744	2	0	3	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	2	0	1	0	3	0	1	0	1	0	1	0	0	1	1
Uniq944	2	0	3	0	4	0	5	4	3	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	3	0	5	0	6	0	3	0	4	0	5	0	2	0	3	0	2	0	1	1	3
Uniq1235	4	0	4	0	3	0	3	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	4	0	3	0	3	0	2	0	2	0	3	0	1	0	2	0	1	0	0	2	2
Uniq2553	2	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	2	0	2	0	0	0	0	0	1	0	1	0	1
Uniq727	4	0	5	0	7	0	9	8	4	0	0	1	0	0	0	2	1	2	2	0	2	0	1	0	0	1	0	8	0	8	0	10	0	6	0	7	0	9	0	4	0	3	0	5	0	2	2	7
Uniq254	3	11	10	7	4	7	4	6	1	0	19	1	14	1	11	0	15	4	1	2	1	4	2	12	2	0	0	0	10	0	9	0	23	0	7	0	2	0	6	0	0	1	0	0	0	0	1	1
Uniq3143	2	0	9	0	3	0	3	1	2	0	0	1	0	0	0	0	0	8	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
Uniq2040	0	10	0	7	0	9	0	1	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	5	0	7	0	4	0	2	0	2	0	1	0	1	1	0	1	0	0	1	0
Uniq659	1	0	1	0	1	0	0	1	1	1	0	5	0	47	0	3	3	3	5	0	1	0	2	2	6	8	7	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
Uniq2520	3	0	1	0	2	0	3	2	3	2	0	0	0	1	0	2	2	2	0	0	1	0	0	0	1	0	2	1	0	3	0	0	0	1	0	1	0	2	0	1	0	1	0	1	0	0	1	1
Uniq2482	1	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	2	0	2	0	0	0	1	0	1	0	0	1	1
Uniq2541	1	0	4	0	1	0	2	1	1	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
Uniq1585	1	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	1	1	2	0	3	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1
Uniq2085	2	0	1	0	1	0	1	1	2	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	3	0	5	0	3	0	4	0	5	0	2	0	1	0	0	0	0	0	1
Uniq329	1	8	5	5	3	5	3	3	1	0	17	0	12	0	10	1	9	2	0	1	0	3	1	15	1	0	0	0	10	0	7	0	21	0	7	0	2	0	6	0	1	0	0	1	0	0	0	0
Uniq438	1	0	1	0	3	0	0	1	3	12	0	33	0	24	0	11	17	27	14	1	9	0	3	0	8	6	10	1	0	2	0	0	1	1	0	3	0	1	0	0	0	1	0	3	0	1	0	1
Uniq899	2	0	3	0	3	0	3	2	4	4	0	3	0	2	0	4	3	2	0	0	1	0	1	0	1	1	2	2	0	3	0	1	0	3	0	1	0	2	0	1	0	1	0	2	0	1	1	2
Uniq2052	1	3	1	4	2	3	1	2	2	1	2	2	0	1	1	5	1	1	0	0	0	0	0	1	0	0	0	2	6	1	3	1	4	1	0	2	0	2	0	2	0	1	0	1	0	1	1	2
Uniq2488	2	0	1	0	3	0	3	4	3	1	0	2	0	2	0	1	1	2	1	0	1	0	0	0	0	0	1	2	0	2	0	2	0	2	0	1	0	1	0	2	0	1	0	1	0	1	0	2
Uniq2434	0	8	0	6	0	12	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	5	0	3	0	3	0	2	0	0	0	0	0	0	0	0	0
Uniq693	7	0	11	0	13	0	5	11	3	1	0	2	0	0	0	2	2	1	2	0	0	0	1	0	1	0	0	1	0	2	0	1	0	1	0	0	0	1	0	1	0	2	0	4	0	1	1	2
Uniq2492	2	1	1	1	2	1	2	2	1	3	0	0	0	1	0	0	2	2	1	0	0	0	0	0	1	2	4	0	2	1	1	1	1	0	0	1	0	0	0	2	0	2	0	1	0	2	2	2
Uniq3035	1	0	3	0	2	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	0	2	0	2	0	1	0	0	0	2	0	0	0	1
Uniq2749	7	0	6	0	1	0	6	3	6	0	0	1	0	1	0	2	1	0	1	0	1	0	0	0	1	0	0	7	1	5	0	6	0	5	0	7	0	6	0	6	0	2	0	2	0	3	2	5
Uniq1755	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	1	4	0	4	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1
Uniq468	9	0	12	0	17	0	8	15	11	5	0	7	0	6	0	13	5	6	6	0	3	0	2	0	2	1	0	10	0	7	0	9	0	9	0	14	0	13	0	4	0	4	0	6	0	4	4	7
Uniq2965	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
Uniq1685	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	1	1	4	0	2	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3
Uniq1249	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Uniq3463	3	0	2	0	4	0	3	3	2	1	0	1	0	1	0	8	2	1	1	0	0	0	0	0	0	1	0	2	0	2	0	1	0	1	0	1	0	2	0	1	0	1	0	1	0	0	1	2
Uniq2828	2	0	3	0	3	0	3	3	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	5	0	2	0	3	0	4	0	1	0	1	0	1	0	1	1	3
Uniq2689	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0
Uniq2412	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1
Uniq1314	4	0	8	0	5	0	5	4	6	1	0	1	0	0	0	1	1	1	1	0	2	0	0	0	1	0	0	4	0	3	0	6	0	6	0	5	0	10	0	2	0	4	0	4	0	2	3	4
Uniq1545	2	0	2	0	2	0	3	3	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	3	0	4	0	4	0	3	0	3	0	4	0	1	0	2	0	1	0	1	2	2
Uniq3579	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0	0	0	1
Uniq2372	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Uniq602	0	0	1	0	1	0	0	1	1	10	0	15	0	13	0	7	9	13	9	0	4	0	2	0	7	3	5	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	2	1	0
Uniq946	0	0	1	0	0	0	0	0	0	1	2	4	2	27	2	3	2	3	2	0	1	0	3	2	4	5	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Uniq1631	1	0	3	0	2	0	2	1	1	2	0	1	0	1	0	1	3	2	2	0	1	0	0	0	2	3	5	1	0	1	0	0	0	1	0	1	0	1	0	3	0	3	0	1	0	4	2	2
Uniq2650	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Uniq3859	0	0	1	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	3	0	1	0	0	0	1	0	1	0	0	0	1
Uniq4411	0	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Uniq460	6	0	6	0	13	0	5	5	7	7	0	7	0	3	0	8	7	6	2	0	2	0	1	0	2	4	2	6	0	8	0	5	0	6	0	2	0	5	0	6	0	3	0	3	0	2	3	6
Uniq3712	1	0	3	0	3	0	0	1	4	3	0	1	0	1	0	1	2	18	1	0	1	0	0	0	0	0	0	1	0	3	0	1	0	1	0	1	0	2	0	1	0	2	0	1	0	1	0	1
Uniq1669	2	0	4	0	4	0	3	6	3	3	0	2	0	3	0	3	2	1	1	0	0	0	0	0	1	1	1	2	0	2	0	2	0	1	0	2	0	2	0	2	0	1	0	1	0	1	1	2
Uniq1129	3	0	4	0	2	0	4	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	4	0	4	0	4	0	3	0	3	0	4	0	2	0	1	0	2	0	2	2	4
Uniq1215	3	0	5	0	4	0	3	5	3	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	4	0	3	0	5	0	3	0	2	0	5	0	2	0	3	0	2	0	0	1	3
Uniq4303	1	2	0	0	1	0	1	1	2	5	0	4	10	1	1	1	1	2	2	0	1	1	1	0	2	6	0	3	1	2	3	1	2	0	1	1	1	2	0	2	0	4	0	1	0	0	0	3
Uniq1354	3	0	3	0	2	0	2	3	2	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	5	0	7	0	5	0	2	0	3	0	5	0	2	0	1	0	2	0	1	2	3
Uniq2100	3	0	1	0	1	0	2	1	2	1	0	1	0	1	0	0	6	1	21	0	1	0	1	0	0	1	0	6	0	6	0	4	0	4	0	5	0	4	0	1	0	1	0	1	0	0	1	1
Uniq1733	4	0	3	0	2	0	3	4	4	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	5	0	3	0	3	0	4	0	3	0	6	0	2	0	1	0	1	0	1	2	2
Uniq673	1	0	3	0	1	0	0	2	4	12	0	66	0	34	0	65	7	20	9	0	2	0	2	1	13	5	12	0	0	0	0	0	0	1	0	3	0	3	0	0	0	1	0	4	0	3	0	2
Uniq2871	2	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1
Uniq1334	3	0	2	0	6	0	3	1	3	4	0	2	0	2	0	5	2	3	1	0	1	0	0	0	1	1	1	3	0	3	0	1	0	3	0	1	0	2	0	1	0	1	0	1	0	1	1	2
Uniq577	1	0	2	0	2	0	0	1	4	12	0	82	0	41	0	87	10	27	13	0	3	0	1	0	15	5	14	1	0	1	0	0	0	1	0	3	0	3	0	1	0	2	0	7	0	3	1	2
Uniq2716	1	0	2	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	2	0	1	0	2	0	1	0	0	1	1
Uniq1369	1	0	1	0	1	0	3	3	3	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	2	0	3	0	1	0	1	0	3	0	1	0	1	0	1	0	1	1	1
Uniq2208	1	1	1	0	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Uniq1843	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	1	1	3	0	0	0	0	0	0	3	1	0	2	0	3	0	2	0	2	0	4	0	4	0	0	0	0	0	0	0	0	1	0
Uniq1503	1	0	4	0	3	0	3	2	1	2	0	2	0	2	0	2	1	2	1	0	0	0	0	0	0	1	0	2	0	3	0	1	0	1	0	1	0	2	0	2	0	1	0	1	0	1	0	2
Uniq2227	2	2	1	0	1	0	1	2	1	1	4	0	0	1	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	2	0	2	0	2	0	1	0	2	0	0	0	1	0	0	0	1	1	2
Uniq1402	0	0	0	0	0	0	1	1	1	13	0	1	0	2	0	1	4	3	0	0	2	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Uniq624	1	0	1	0	2	0	0	1	2	12	0	83	0	39	0	84	8	26	9	0	3	0	2	1	16	4	15	1	0	1	0	1	0	0	0	3	0	3	0	0	0	1	0	7	0	2	2	1
Uniq495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uniq2543	1	3	2	2	2	2	1	2	1	0	2	2	0	0	1	4	0	1	0	0	1	0	0	0	0	0	0	1	5	1	4	0	3	1	0	2	0	1	0	1	0	1	0	1	0	0	1	1
Uniq1633	1	0	3	0	3	0	1	4	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1
Uniq1736	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	4	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Uniq2337	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Uniq3441	4	1	15	4	7	0	15	11	5	0	0	1	2	1	0	1	2	3	0	0	4	0	1	1	1	1	0	4	5	6	6	4	2	5	0	6	0	5	0	11	0	8	0	4	0	6	4	9
Uniq1439	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	3	0	3	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1
Uniq1202	2	1	1	1	1	1	3	0	2	1	0	0	0	1	0	0	2	1	4	0	1	0	1	0	1	2	5	0	2	0	1	0	4	0	0	1	0	0	0	0	0	3	0	1	0	1	1	4
Uniq343	1	1	3	0	3	0	0	3	1	38	7	15	5	74	8	13	10	16	9	2	3	1	6	7	8	13	12	1	1	0	3	0	3	1	0	5	0	2	0	0	0	1	0	3	0	1	0	1
Uniq998	0	0	1	0	1	0	4	1	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	7	0	1	0	1
Uniq2381	1	0	5	0	1	0	3	2	2	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Uniq2883	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	1	0	2	0	0	0	1	0	1	0	0	1	0
Uniq1706	1	0	1	0	2	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1
Uniq2742	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uniq3121	5	0	6	0	2	0	3	5	2	3	0	3	0	1	0	1	0	2	1	0	1	0	0	0	2	1	0	3	0	2	0	0	0	0	0	1	0	2	0	2	0	2	0	1	0	3	1	3
Uniq1465	4	0	1	0	4	0	3	3	3	2	0	3	0	1	0	2	3	0	0	0	2	0	0	0	1	1	1	2	0	3	0	1	0	1	0	2	0	1	0	2	0	1	0	0	0	1	1	1
Uniq1654	2	0	1	0	2	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	1	0	1	0	1	0	2	0	1	0	1	0	0
Uniq1259	2	0	4	0	4	0	1	4	3	2	0	2	0	2	0	1	1	1	1	0	1	0	1	0	1	0	0	3	0	2	0	1	0	2	0	1	0	3	0	1	0	1	0	1	0	1	1	2
Uniq4317	1	0	5	0	2	0	1	1	1	0	0	1	0	0	0	1	0	5	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Uniq536	8	0	15	0	16	0	7	12	8	4	0	7	0	7	0	12	3	6	8	0	2	0	2	0	2	1	1	11	0	6	0	9	0	8	0	9	0	11	0	4	0	4	0	7	0	4	3	6
Uniq867	0	0	1	0	1	0	0	1	1	6	0	12	0	10	0	6	8	12	5	1	3	0	2	0	4	3	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1
Uniq3810	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Uniq908	0	0	1	0	1	0	0	0	0	2	3	6	2	37	3	3	4	6	4	0	1	0	3	2	7	9	7	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1
Uniq2331	0	0	0	0	1	0	0	0	0	0	2	0	5	0	2	1	0	1	0	5	1	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Uniq1400	0	1	1	1	0	2	3	1	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	3	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1
Uniq1028	3	0	4	0	3	0	5	5	5	0	0	0	0	0	0	2	1	0	1	0	2	0	1	0	1	1	0	5	0	5	0	5	0	4	0	4	0	6	0	3	0	3	0	2	0	2	2	4
Uniq1522	1	0	2	0	4	0	2	2	2	3	0	2	0	1	0	2	1	3	1	0	2	0	0	0	1	1	0	2	0	1	0	2	0	1	0	1	0	1	0	1	0	1	0	1	0	2	1	2
Uniq1195	1	1	1	1	2	0	4	2	2	1	1	1	0	1	0	1	3	1	0	0	1	0	0	0	2	1	2	1	8	1	3	0	4	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1
Uniq1667	3	0	4	0	3	0	4	2	3	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	0	2	0	3	0	1	0	2	0	2	0	2	0	3	0	2	0	1	1	1
Uniq1295	1	1	0	1	1	0	4	1	2	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	1	1	2	0	7	1	2	1	3	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1
Uniq224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Uniq1159	4	0	6	0	7	0	1	4	3	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Uniq2959	2	0	3	0	4	0	1	2	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	2	0	3	0	1	0	0	0	1	0	1	1	1
Uniq317	1	0	5	0	3	0	0	1	3	28	3	21	2	139	3	13	11	15	13	0	4	0	7	5	20	20	24	3	0	1	1	1	1	1	0	6	0	2	0	0	0	2	0	3	0	1	1	1
Uniq1351	1	0	4	0	3	0	2	3	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	5	0	4	0	2	0	2	0	5	0	1	0	1	0	1	0	1	2	1
Uniq2555	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Uniq3270	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	3	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Uniq1987	4	0	7	0	3	0	3	3	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	5	0	3	0	7	0	5	0	1	0	1	0	0	0	1	2	0
Uniq3412	1	0	2	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Uniq3733	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Uniq4148	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Uniq1697	3	0	2	0	2	0	2	2	1	2	0	0	0	1	0	1	2	1	1	0	1	0	0	0	1	0	2	2	0	2	0	0	0	2	0	0	0	1	0	1	0	1	0	1	0	1	1	1
Uniq2638	4	0	7	0	10	0	11	8	6	9	0	3	0	4	0	5	2	2	2	0	0	0	1	0	1	0	1	6	0	2	0	3	0	4	0	2	0	3	0	4	0	4	0	4	0	3	2	7
Uniq2219	1	0	1	0	1	0	2	1	1	0	0	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1
Uniq2341	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1
Uniq3053	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	3	0	1	0	2	0	3	0	1	0	1	0	1	0	1	0	2
Uniq953	5	0	4	0	5	0	4	4	6	5	0	2	0	2	0	4	5	4	1	0	2	0	0	0	2	1	3	4	0	5	0	1	0	2	0	2	0	2	0	3	0	2	0	2	0	2	2	3
Uniq4056	0	0	1	0	1	0	0	1	2	2	0	3	0	0	0	0	3	1	0	0	0	0	1	0	3	1	1	0	3	1	1	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	1
Uniq2065	2	0	0	0	2	0	1	1	2	0	0	0	0	0	0	1	2	2	1	0	1	0	0	0	1	1	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	0	0	2	1	1
Uniq3081	1	0	2	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1
Uniq1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uniq1359	2	0	2	0	4	0	1	2	1	1	0	1	0	1	0	2	2	1	1	0	1	0	0	0	2	0	1	3	0	3	0	0	0	2	0	1	0	2	0	2	0	0	0	1	0	0	1	2
Uniq4391	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	2	0	0	0	0	1	0	2	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Uniq1798	2	0	3	0	3	0	3	1	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	2	0	1	0	2	0	1	0	2	0	1	0	0	1	1
Uniq1797	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uniq2157	2	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	1	1
Uniq3646	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uniq1782	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1
Uniq1506	4	0	1	0	3	0	3	1	5	1	0	1	0	0	0	1	2	0	2	0	1	0	1	0	1	1	0	5	0	4	0	10	0	5	0	7	0	7	0	1	0	3	0	0	0	1	1	1
Uniq157	0	0	9	0	0	0	8	0	5	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	13	7	0	0	0	0	0	0	0	42	3	67	0	75	3	31	0	26	0	31	0	0	2
Uniq2020	2	0	5	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	2	0	2	0	0	0	1	0	0	0	0	0	1
Uniq4221	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1
Uniq2142	2	4	3	6	2	5	2	3	1	1	4	2	0	0	0	5	1	1	0	0	1	0	0	1	0	1	0	2	8	1	4	1	5	1	0	3	0	2	0	2	0	1	0	1	0	2	2	0
Uniq3442	2	0	2	0	1	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	0	2	0	0	0	0	0	1	0	0	0	0
Uniq2025	1	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	2	2	2	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	1	0	2	0	1
Uniq2115	5	0	5	0	3	0	3	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	3	0	4	0	4	0	4	0	0	0	1	0	1	0	1	0	1
