OTU ID	A1a	A1b	A1c	A2a	A2b	A2c	A3a	A3b	A3c	A4a	A4b	A4c	A5a	A5b	A5c	B1a	B1b	B1c	B2a	B2b	B2c	B3a	B3b	B3c	C1a	C1b	C1c	C2a	C2b	C2c	C3a	C3b	C3c	C4a	C4b	C4c	C5a	C5b	C5c	ck1a	ck1b	ck1c	ck2a	ck2b	ck2c	ck3a	ck3b	ck4a	ck4b	ck4c	ck5a	ck5b	ck5c	D10	D11	D12	D1	D2	D3	D4	D5	D6	D7	D8	D9
OTU3259	2	2	1	2	2	2	2	1	2	2	2	3	1	3	3	0	1	0	0	1	0	1	2	1	1	1	1	2	3	2	0	1	0	0	0	0	1	1	0	0	0	0	3	0	4	0	1	1	0	2	1	2	2	2	3	4	2	3	3	4	1	3	3	3	3
OTU262	2	4	4	0	0	1	4	4	3	2	2	5	4	4	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	2	1	1	3	1	1	1	1	0	1	1	0	0	2	3	3	3	3	3	3	4	3	3	3	4
OTU215	4	3	3	8	7	7	3	2	2	2	1	1	0	2	1	2	3	2	4	2	3	1	1	1	1	1	1	1	2	4	1	0	1	4	4	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1
OTU1960	1	2	3	1	1	2	1	3	1	1	2	3	3	1	4	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	2	2	1	1	1	0	1	0	0	2	1	3	4	3	4	6	3	2	3	2	3	3	4	4	5
OTU1533	1	2	2	0	1	3	4	4	3	2	1	5	4	1	5	1	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	3	1	0	2	1	1	2	0	0	2	1	2	1	1	3	3	3	3	2	2	3	3	4	4	4
OTU534	1	1	2	0	2	3	1	2	2	1	2	3	3	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	2	1	1	0	3	1	3	2	4	5	5	3	2	3	3	5	3	4	5	7
OTU217	0	5	3	1	1	5	6	6	5	3	3	8	2	2	5	1	1	0	0	0	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	1	3	1	2	3	1	1	3	1	2	1	1	0	1	1	1	0	1	1	0	1	1	2
OTU1382	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	6	9	0	0	0	3	4	3	1	2	2	2	5	4	1	2	1	5	1	1	10	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU281	2	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	6	10	10	0	4	3	1	1	1	2	2	0	2	1	1	1	5	2	3	1	1	0	1	0	3	3	1	2	0	4	2	3	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0
OTU984	2	1	4	3	2	3	3	3	1	2	2	3	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	0	0	1	2	1	0	4	4	5	2	2	4	1	5	4	4	6	7
OTU1222	1	2	1	1	1	1	1	2	2	1	0	1	1	2	0	0	1	1	1	1	1	2	1	3	0	0	1	2	2	3	4	3	2	0	0	1	0	1	0	0	1	3	1	2	2	1	2	2	2	0	3	1	1	3	2	3	3	2	3	1	3	2	3	2	1
OTU285	2	3	4	4	1	3	4	4	3	5	4	5	4	6	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	4	3	1	5	3	1	1	0	2	1	1	0	1	1	1	1	1	0	1	0	0	1	0
OTU553	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	2	0	1	0	1	2	7	9	6	1	1	1	2	1	1	1	1	1	1	0	2	2	3	0	0	1	1	2	3	2	3	1	4	2	3	5	3	2	3	3	2
OTU1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	11	11	12	4	2	2	1	2	1	3	6	2	10	9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4321	2	4	3	1	1	2	4	3	4	4	5	4	3	3	3	0	1	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	2	0	5	3	2	4	5	2	2	2	2	1	2	0	1	0	0	0	0	1	0	1	0	1	0
OTU836	2	2	3	1	2	2	1	3	4	2	2	3	5	1	2	0	0	0	0	0	0	1	1	2	0	0	0	3	4	2	1	1	0	0	1	0	1	0	0	1	2	1	2	2	5	1	5	2	2	4	2	1	4	1	0	1	1	0	1	0	1	1	1	0	1
OTU954	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	2	1	4	2	2	2	4	3	0	1	1	2	2	1	2	1	2	2	6	4	5	2	1	1	0	0	2	2	1	3	0	3	2	2	0	1	1	1	1	0	2	1	1	1	1	1	1	1	1
OTU237	2	2	2	2	2	3	3	3	5	3	2	5	5	3	4	0	1	1	0	1	1	0	1	2	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	2	2	3	2	1	3	3	2	2	2	3	3
OTU198	2	4	3	1	1	3	3	6	1	11	6	11	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	6	1	5	3	1	3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU601	0	2	2	1	3	3	1	2	2	1	3	2	4	4	4	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	5	2	3	2	2	6	4	1	4	1	4	5	0	0	1	1	1	1	1	1	1	0	0	1
OTU3328	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	6	4	5	6	8	6	5	5	3	5	6	1	2	1	1	1	1	2	2	2	1	2	0
OTU389	1	2	1	2	2	3	4	3	2	2	2	2	3	1	3	1	1	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	2	0	0	1	1	0	1	4	4	3	3	2	3	3	3	4	4	4	3
OTU454	1	2	1	2	2	2	4	1	3	6	6	6	4	4	4	0	0	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	4	1	2	0	1	0	1	1	1	2	2	1	2	2	1	2	1	2	1	2	1	2
OTU269	2	2	2	2	0	2	3	2	0	3	2	3	3	2	4	1	0	1	1	1	1	1	2	3	0	0	0	2	1	1	1	1	0	0	1	1	0	0	1	1	0	3	1	1	0	1	1	0	0	0	2	0	2	2	2	2	3	2	3	2	2	2	2	3	2
OTU272	7	3	3	1	2	1	4	1	3	5	4	5	1	3	1	1	1	0	0	0	0	4	3	4	1	1	1	1	1	2	0	0	0	0	0	0	0	1	1	0	0	1	2	1	1	3	0	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1
OTU2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	7	5	10	0	3	7	2	2	2	2	2	0	2	3	1	3	3	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	2	2	2	2	2	2	2	3
OTU282	1	2	2	4	2	1	4	4	3	3	4	3	3	4	6	1	0	0	1	0	0	3	3	1	0	0	0	1	1	0	1	0	0	0	2	1	0	0	0	1	0	0	1	0	0	1	2	2	0	2	0	1	0	2	2	2	1	1	2	1	2	2	2	1	1
OTU295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	2	2	1	4	3	5	17	14	15	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	2	1	2	1	1	1	2
OTU3413	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	4	4	5	4	4	4	4	4	4	1	4	1	1	0	1	2	1	3	1	3	2	3	2	2	1	1	1	2	1	2	1	3	2	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU2316	2	1	2	2	2	2	1	3	2	1	1	2	4	3	3	1	1	1	0	1	1	2	1	3	0	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	2	1	3	1	1	2	1	1	3	0	2	3	1	1	1	1	1	2	2	2	1	1	2	2
OTU2698	2	2	2	3	4	4	3	2	3	3	3	2	4	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	3	1	1	3	3	1	2	1	2	2	2	1	1	1	1	1	0	1	1	1	1	1
OTU414	4	1	3	1	1	2	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1	1	1	3	0	0	2	0	1	1	5	5	5	3	1	4	2	4	2	5	5	7
OTU344	1	2	2	2	2	3	2	3	3	4	3	3	3	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	2	3	1	0	1	2	1	3	2	4	1	3	1	2	1	2	2	3	3	3
OTU929	2	0	1	3	2	2	2	0	1	1	1	1	2	2	1	1	1	2	1	2	1	4	3	4	3	2	2	5	4	5	4	1	2	1	1	1	1	1	1	2	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU280	1	3	2	3	2	1	1	2	2	1	4	3	6	2	4	0	1	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	2	0	3	0	1	1	1	1	1	1	3	2	2	2	1	1	2	1	3	2	2
OTU502	3	2	3	3	3	5	4	2	3	2	3	3	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	2	2	3	3	1	1	1	1	2	4	1	0	1	1	1	1	0	1	1	1	1	1
OTU1420	3	1	1	2	1	2	1	0	1	2	1	2	0	0	0	2	0	2	1	1	1	6	5	4	1	3	1	7	4	5	1	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	1	0	1	3
OTU305	3	2	2	2	2	2	4	4	2	4	3	3	3	2	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	2	4	1
OTU2689	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	4	0	1	1	1	0	1	2	1	1	0	0	0	21	19	17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU587	1	0	0	2	1	2	0	0	0	1	1	1	5	3	2	0	0	0	2	0	1	0	1	1	0	0	0	1	2	0	3	2	3	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	0	3	3	1	4	2	3	5	3	2	5	6	3
OTU246	0	3	1	3	2	2	3	3	3	2	2	6	4	4	4	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	4	1	3	1	3	2	1	1	1	2	1	1	0	0	0	1	1	1	1	1	1	0
OTU637	3	2	3	1	1	2	2	3	5	3	3	1	3	1	4	0	1	1	0	0	0	2	3	4	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	2	2	2	2	3	2	2	2	4	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0
OTU368	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	1	0	0	1	1	2	5	4	0	1	1	4	6	3	5	3	2	2	6	10	1	0	1	0	0	0	0	3	1	0	1	2	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0
OTU1917	1	1	2	1	2	2	2	1	1	1	4	3	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	5	7	1	8	3	5	4	5	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	29	15	17	0	0	0	0	0	0	2	1	3	1	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	2	3	4	3	3	6	6	3	3	4	4	3	2	2	1	4	4	3	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU498	1	1	2	3	3	1	1	1	0	0	1	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	5	4	4	4	4	4	3	4	5	7	4	4
OTU1569	1	2	2	1	1	1	2	2	2	2	1	1	2	1	1	1	0	0	0	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	4	4	4	3	3	4	3	4	4	6	3	3
OTU555	2	2	2	3	3	3	2	1	3	5	4	5	3	3	4	0	1	1	1	0	0	3	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	1	1	1	3	1	2	2	1	3	2
OTU334	2	2	1	1	1	2	2	2	2	1	3	3	2	2	1	1	0	0	1	0	0	4	3	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	3	2	3	3	2	2	3	3	3	2	3	3
OTU326	3	2	3	3	3	2	0	0	0	0	0	0	1	1	0	2	4	4	0	0	0	1	1	0	2	6	2	1	2	3	0	0	0	1	1	1	5	5	4	0	0	0	2	3	1	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4287	0	0	0	1	1	1	1	1	1	1	1	2	2	1	0	1	0	0	0	0	0	3	1	4	0	0	0	2	3	2	2	1	3	0	0	0	1	1	1	2	1	3	2	1	2	2	2	2	0	0	0	1	0	2	3	2	1	4	3	1	1	2	2	1	1
OTU431	1	2	3	1	1	2	1	1	1	0	1	1	2	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	1	2	1	1	1	1	1	1	4	4	4	3	3	3	1	4	4	3	3	3
OTU2516	1	2	2	1	2	3	1	4	2	1	3	4	4	1	2	1	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	1	1	2	2
OTU452	1	1	1	1	1	1	2	1	2	2	2	1	3	4	4	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	2	2	0	1	3	2	1	2	2	3	1	3	3	3	1	3	1	1	1	1	1	1	2	1	1	2
OTU321	1	2	1	0	1	1	2	2	3	2	2	1	1	1	0	1	1	2	1	1	0	4	3	3	0	1	0	2	3	3	0	0	1	1	2	0	0	0	0	0	0	1	2	2	2	4	0	1	2	1	1	1	3	0	0	1	1	1	1	1	1	0	1	1	1
OTU1860	1	2	1	1	1	0	1	1	1	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	4	5	2	5	3	5	5	5	6	4	4	5
OTU459	1	1	2	1	1	1	3	1	1	1	1	1	0	0	0	1	0	1	1	3	2	1	1	2	0	0	0	2	1	4	2	1	1	1	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	1	1	0	1	3	3	2	3	2	3	2	2	2	3	3	2
OTU315	1	1	3	1	2	2	3	2	2	2	3	3	4	3	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	2	1	2	1	2	1	1	1	2	2	3	2	2	1	1	3	3	1	1
OTU1811	2	0	0	2	2	2	1	0	1	2	1	1	1	3	1	2	4	4	1	2	0	1	1	0	2	2	2	4	3	5	3	7	4	3	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	13	1	1	1	0	0	0	1	0	2	0	0	0	7	12	8	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	0	1	1	1	2	0
OTU296	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	3	3	2	1	4	2	4	1	3	0	1	0	1	1	1	1	0	1	0	2	0	1	0	1	0	0	0	0	2	0	0	1	0	1	1	1	1	0	0	1	2	1	1	1	2	2	2	1	3	2
OTU399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	9	12	15	12	0	1	0	0	0	0	1	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU455	0	1	1	0	1	1	0	1	1	1	2	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	3	3	2	3	5	4	3	4	10	6	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU623	2	2	2	0	1	1	1	1	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	4	5	5	5	2	3	1	4	4	6	4	7
OTU392	3	3	3	2	2	3	1	2	4	2	2	4	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	2	1	1	1	2	2	1	3	2	1	1	1	2	2	2	2
OTU2729	1	1	1	1	1	2	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	2	3	0	0	1	3	3	2	2	3	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	2	1	1	3	2	2	2	2	2	2	2	3	2	4	3
OTU2176	1	1	1	3	2	2	1	2	0	0	1	1	1	3	2	2	2	1	3	1	2	1	3	2	7	11	7	0	0	1	1	0	0	0	1	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU325	1	2	2	1	2	2	3	1	2	2	4	3	3	2	4	1	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	1	2	0	3	1	1	4	2	1	1	1	2	2	0	1	1	1	2	1
OTU481	4	2	1	1	1	0	2	1	2	2	2	1	2	1	1	1	1	0	0	1	0	2	3	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	2	2	2	2	2	0	2	3	1	3	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1
OTU673	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	4	2	0	0	1	3	6	3	1	0	1	0	2	2	0	2	1	3	8	7	9	3	3	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU483	1	1	1	0	1	1	2	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	6	3	0	0	0	1	1	1	0	1	0	0	1	2	1	1	1	1	1	1	2	1	1	3	5	2	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU2642	3	1	2	4	4	4	4	3	4	3	2	2	2	1	4	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	5	6	5	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU291	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	0	0	1	1	3	2	0	0	0	1	1	3	2	0	2	1	1	1	1	0	1	1	1	2	1	2	2	1	3	3	1	1	2	1	2	0	1	1	1	1	0	2	1	1	1	0	0
OTU347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	11	11	9	2	5	1	0	0	1	3	4	2	3	3	2	0	0	1	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	0	0	6	2	2	3	3	3	2	2	2	7	4	6	5	9	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	0	1	1	8	5	10	0	0	0	0	0	0	0	0	0	6	5	1	1	2	3	8	1	0	1	0	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU735	2	2	2	1	0	2	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	2	0	0	1	1	1	1	4	5	4	4	2	3	2	4	4	2	5	5
OTU443	1	1	1	2	0	1	2	1	1	1	0	1	2	1	1	1	0	1	0	0	1	2	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	4	3	3	2	3	2	4	3	2	4	4	3
OTU4083	2	1	2	2	1	3	4	2	1	4	4	4	2	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	2	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1
OTU1146	2	2	3	1	2	1	1	4	2	2	4	4	4	1	6	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	1	2	0	0	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1
OTU264	2	3	2	1	1	2	2	4	3	3	2	3	3	3	4	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	1	3	2	1	2	1	1	1	1	1	0	0	1	1	1	1	2	0	0	1	1
OTU396	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	8	3	6	4	1	1	0	0	0	0	1	2	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	4	1	1	1	0	1	0	2	1	2	1	0	1	1	1	1	1	2	2
OTU294	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	3	4	1	1	1	1	4	3	0	0	0	13	6	4	1	1	1	10	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU480	1	2	0	1	1	1	1	2	1	1	2	2	3	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	5	4	3	3	3	2	3	3	3	4	1	1	0	1	1	1	0	1	2	1	1	2
OTU669	1	2	3	2	3	2	4	4	2	2	2	4	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	1	0	2	2	1	1	1	1	1	2	2	2	3	3
OTU417	1	1	2	2	3	4	2	2	2	2	3	3	5	3	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	1	2	2	3	4	2	1	3	0	0	1	0	0	0	0	1	0	1	0	1
OTU3476	0	1	2	2	3	3	2	2	1	6	2	3	2	6	2	2	2	1	3	1	1	1	2	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	2	0	1	2	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1
OTU421	0	0	0	0	0	0	0	1	0	0	0	0	2	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1	1	1	1	3	1	3	14	15	10	0	0	0	0	0	0	0	0	0	0	0	0
OTU324	1	2	1	2	1	2	2	4	2	1	1	3	1	1	3	1	0	1	0	0	1	3	1	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	2	3	1	3	1	2	2	2	2	2	2	2
OTU2165	2	1	2	2	1	3	2	3	2	3	2	3	5	5	6	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	2	1	2	1
OTU283	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	3	2	2	1	0	1	1	2	3	0	0	1	2	1	0	1	1	0	0	0	3	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	2	1	0	2	1	3	1
OTU1223	0	1	1	1	2	1	0	2	1	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	2	0	1	1	4	4	5	3	2	3	3	3	3	5	5	4
OTU516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	4	5	3	0	0	6	6	2	0	7	6	2
OTU386	0	0	0	1	1	0	1	1	2	3	1	2	2	2	1	0	0	0	0	0	0	0	0	0	1	1	1	4	3	2	1	1	1	1	3	3	2	3	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	2	3	2	3	1	2	2	2
OTU4943	2	3	2	1	1	1	3	4	2	4	2	3	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	3	4	1	0	1	1	1	1	1	2	1	1	1	2	1	1	1	1	0	2
OTU412	1	0	1	0	1	0	1	1	0	1	1	2	0	1	0	2	2	1	0	1	1	5	1	3	1	1	2	2	2	2	0	0	0	1	1	2	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	2	2	3	2	2	2	1	2	2	2	2
OTU433	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	5	5	4	3	6	2	2	2	4	0	0	0	4	2	4	0	0	0	1	3	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1
OTU1030	1	1	0	0	0	0	0	0	1	0	1	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	6	4	5	5	4	5	5	3	5	4	4	5
OTU750	2	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	2	1	1	5	4	4	2	2	3	4	4	3	3	4	5
OTU501	1	2	2	1	1	2	2	3	2	1	2	3	3	2	4	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	2	1	1	3	2	2	3	1	1	1	2	3
